f67b70a4-7d9a-11f0-a7f9-000000000000,The Band of His Majesty’s Royal Marines Plymouth,,Band2,ExhibitionArchitect,334cfbfc-ece8-41a1-ae26-f5ff33f0ac22
c238d914-5d9a-11f0-ae04-000000000000,Consunet Pty Ltd,,S2-110,ExhibitionArchitect,2702
a42805c6-5d9a-11f0-a7fc-000000000000,STARKE-AMG PTY LTD,,S2-110,ExhibitionArchitect,2704
9423d3a8-5d9a-11f0-87d2-000000000000,Coneen Defence,,N5-140,ExhibitionArchitect,2703
83846cec-5d9a-11f0-bcbb-000000000000,Armor Australia Pty Limited,,S2-110,ExhibitionArchitect,2706
742a0ee6-5d9a-11f0-9a1e-000000000000,Advanced Navigation,,S2-110,ExhibitionArchitect,2705
62fd3076-5d9a-11f0-a631-000000000000,APC Technology,,S2-110,ExhibitionArchitect,2708
5134f4a0-5d9a-11f0-aeab-000000000000,Aspen Medical Pty Ltd,,S2-110,ExhibitionArchitect,2707
38cee11e-5d9a-11f0-83a8-000000000000,ARB 4X4 Accessories,,S2-110,ExhibitionArchitect,2709
209182c8-5d9a-11f0-9da0-000000000000,Bounce Imaging,,N5-260,ExhibitionArchitect,2711
1634b19c-5d9a-11f0-a7ad-000000000000,BIRD Aerosystems,,N10-310,ExhibitionArchitect,2710
0710d614-5d9a-11f0-aac9-000000000000,BRESSNER Technologies GmbH,,S5-225,ExhibitionArchitect,2713
fdcfc9d4-5d99-11f0-8b0c-000000000000,Allen Company,,N5-260,ExhibitionArchitect,2712
eef1f6f8-5d99-11f0-b8bf-000000000000,CEA Technologies Pty Limited,,S2-110,ExhibitionArchitect,2715
df4f7842-5d99-11f0-9a5a-000000000000,BS TECHNOLOGIES,,S7-132,ExhibitionArchitect,2714
d0ad69a2-5d99-11f0-beff-000000000000,Crusader Hose,,S2-110,ExhibitionArchitect,2717
c0b38df6-5d99-11f0-b69b-000000000000,Cincon Electronics LTD,,S7-141,ExhibitionArchitect,2716
b04dbcfc-5d99-11f0-b66d-000000000000,FRESAL,,S7-132,ExhibitionArchitect,2719
9f44bf46-5d99-11f0-af13-000000000000,Egis Oceania,,S2-110,ExhibitionArchitect,2718
8823115a-5d99-11f0-b910-000000000000,Hunter Defence,,S2-110,ExhibitionArchitect,2720
6f815152-5d99-11f0-9c35-000000000000,OpsLab,,S15-320,ExhibitionArchitect,2722
65c0d908-5d99-11f0-8a49-000000000000,Ocean Software,,S2-110,ExhibitionArchitect,2721
4ef10536-5d99-11f0-9302-000000000000,Seitec,,S2-110,ExhibitionArchitect,2724
461a42ce-5d99-11f0-8d55-000000000000,Sealevel Systems Inc,,S7-141,ExhibitionArchitect,2723
360b0544-5d99-11f0-ab24-000000000000,THE WHISKEY PROJECT GROUP,,S2-110,ExhibitionArchitect,2726
2c68899e-5d99-11f0-8968-000000000000,SPEAR UAV,,N10-310,ExhibitionArchitect,2725
6afb512e-5c17-11f0-8ba7-000000000000,OKSI,,N5-260,ExhibitionArchitect,2678
229629ae-5c17-11f0-bb71-000000000000,Weiss Technik GmbH,,S9-250,ExhibitionArchitect,2697
37115640-5c00-11f0-b4ad-000000000000,AeroGlow International,,C-05,ExhibitionArchitect,2630
1752fe58-5c00-11f0-85fa-000000000000,ALL.SPACE,,C-05,ExhibitionArchitect,2631
fa065f70-5bff-11f0-872e-000000000000,Paragon Protection Systems,,C-05,ExhibitionArchitect,2633
efb2160e-5bff-11f0-a3de-000000000000,Analox Ltd,,C-05,ExhibitionArchitect,2632
dc64f1b6-5bff-11f0-8061-000000000000,UTM Ltd,,C-05,ExhibitionArchitect,2635
d2191d18-5bff-11f0-9b4d-000000000000,TCI|ECS SPX Communication Technologies,,C-05,ExhibitionArchitect,2634
b515bc26-5bff-11f0-8dac-000000000000,ALFA MECCANICA,,S7-132,ExhibitionArchitect,2638
a09428a0-5bff-11f0-8934-000000000000,AMDA FOUNDATION LTD,,S2-110,ExhibitionArchitect,2640
9484d302-5bff-11f0-9737-000000000000,Altair,,N7-163,ExhibitionArchitect,2639
807d9b78-5bff-11f0-955d-000000000000,"AMS Industries, LLC",,S5-153,ExhibitionArchitect,2641
6ccf73da-5bff-11f0-9079-000000000000,ANGOKA,,N5-140,ExhibitionArchitect,2642
5a0571b4-5bff-11f0-999e-000000000000,ArcelorMittal Commercial Sections,,N11-155,ExhibitionArchitect,2644
466aa426-5bff-11f0-a529-000000000000,Arcadia Desiccant Technology,,N6-180,ExhibitionArchitect,2643
2a1f79d6-5bff-11f0-af88-000000000000,Ares Armaments Australia,,S2-110,ExhibitionArchitect,2645
16670652-5bff-11f0-8e8e-000000000000,BEOND,,S7-132,ExhibitionArchitect,2647
0bf9c61e-5bff-11f0-b1da-000000000000,ARKTIS,,N5-140,ExhibitionArchitect,2646
f85d3726-5bfe-11f0-aaae-000000000000,CANAVERA & AUDI,,S7-132,ExhibitionArchitect,2649
e5c62212-5bfe-11f0-a49b-000000000000,Bluedrop Training & Simulation Inc,,S6-170,ExhibitionArchitect,2648
d072f80e-5bfe-11f0-805b-000000000000,Creative Composites,,N5-140,ExhibitionArchitect,2651
bc7af5d6-5bfe-11f0-bc11-000000000000,CCP Gransden Limited,,N5-140,ExhibitionArchitect,2650
9f4634ee-5bfe-11f0-ac9f-000000000000,DACA-I POWERTRAIN ENGINEERING,,S7-132,ExhibitionArchitect,2653
8a6e3daa-5bfe-11f0-92b1-000000000000,Denroy Limited,,N5-140,ExhibitionArchitect,2655
80284188-5bfe-11f0-8d9a-000000000000,Datifex,,S6-170,ExhibitionArchitect,2654
62f713e6-5bfe-11f0-a568-000000000000,Destinus UK,,N4-317,ExhibitionArchitect,2656
4d846d2e-5bfe-11f0-a814-000000000000,ERRE TI SRL,,S7-132,ExhibitionArchitect,2659
41fc7da2-5bfe-11f0-8c4b-000000000000,DMTC Ltd.,,S2-110,ExhibitionArchitect,2657
2ee95f14-5bfe-11f0-b8d7-000000000000,Fastems,,N8-250,ExhibitionArchitect,2661
1ac63368-5bfe-11f0-875b-000000000000,Evolving Machine Intelligence Pty Ltd,,S2-110,ExhibitionArchitect,2660
fd09c362-5bfd-11f0-95b4-000000000000,Franmarine,,S2-110,ExhibitionArchitect,2662
e91a3fd0-5bfd-11f0-9bd3-000000000000,Honeywell International Inc.,,S3-375,ExhibitionArchitect,2664
dd8818d6-5bfd-11f0-8c40-000000000000,HIFraser,,S2-110,ExhibitionArchitect,2663
ca872d62-5bfd-11f0-a338-000000000000,IERUS Technologies,,S5-331,ExhibitionArchitect,2666
b4ebdf02-5bfd-11f0-a60b-000000000000,ICT Oulu,,N8-250,ExhibitionArchitect,2665
973705ae-5bfd-11f0-96ac-000000000000,Invest Northern Ireland,,N5-140,ExhibitionArchitect,2667
81f0effc-5bfd-11f0-821d-000000000000,JASCO Applied Sciences,,S6-170,ExhibitionArchitect,2669
76d76ace-5bfd-11f0-b9e3-000000000000,Janusnet,,S2-110,ExhibitionArchitect,2668
6396f89e-5bfd-11f0-9e3c-000000000000,Leupold Optics,,S5-505,ExhibitionArchitect,2671
4e78dd7e-5bfd-11f0-a26c-000000000000,LPE,,N5-140,ExhibitionArchitect,2670
3c9d4964-5bfd-11f0-96e5-000000000000,Macrodyne,,S5-575,ExhibitionArchitect,2673
28863242-5bfd-11f0-88b3-000000000000,Li-S Energy Limited,,S2-110,ExhibitionArchitect,2672
0d744cf0-5bfd-11f0-bc80-000000000000,Magam Safety Ltd.,,N11-110,ExhibitionArchitect,2674
f8fbcd2a-5bfc-11f0-8e21-000000000000,Moyola Precision Engineering Ltd,,N5-140,ExhibitionArchitect,2676
ee909bf4-5bfc-11f0-a9d6-000000000000,Mission Systems Pty Ltd,,S2-110,ExhibitionArchitect,2675
d156955c-5bfc-11f0-914c-000000000000,Nautel Limited,,S6-170,ExhibitionArchitect,2677
bd0202ee-5bfc-11f0-83b2-000000000000,"Polaris Sensor Technologies, Inc",,S5-270,ExhibitionArchitect,2680
b1c9374e-5bfc-11f0-a4ae-000000000000,PMB Batteries,,S2-110,ExhibitionArchitect,2679
9e9ec828-5bfc-11f0-845a-000000000000,Salt Communications,,N5-140,ExhibitionArchitect,2682
77d7dcca-5bfc-11f0-9a7f-000000000000,Hutchinson,,N5-140,ExhibitionArchitect,2684
651662c8-5bfc-11f0-b265-000000000000,Secure & Innovate Group Pty Ltd,,S2-110,ExhibitionArchitect,2683
4924f084-5bfc-11f0-983b-000000000000,Solace Power Inc.,,S6-170,ExhibitionArchitect,2685
2b3786b8-5bfc-11f0-a329-000000000000,Svensk Konstruktionstjänst AB,,N8-210,ExhibitionArchitect,2687
2031182e-5bfc-11f0-bc71-000000000000,StrobelTEK,,S6-170,ExhibitionArchitect,2686
04f7e4de-5bfc-11f0-9c49-000000000000,Thermal Beacon Ltd,,N11-110,ExhibitionArchitect,2688
f17154a4-5bfb-11f0-8a09-000000000000,Ubloquity,,N5-140,ExhibitionArchitect,2690
e726bfa2-5bfb-11f0-bb63-000000000000,Titomic,,S2-110,ExhibitionArchitect,2689
d3ce693c-5bfb-11f0-88c1-000000000000,Whitespace Global Ltd,,N5-140,ExhibitionArchitect,2692
bfe8d1aa-5bfb-11f0-b06b-000000000000,VOLTA STRUCTURAL ENERGY,,S7-132,ExhibitionArchitect,2691
a4db7110-5bfb-11f0-bf58-000000000000,Wincanton,,N4-336,ExhibitionArchitect,2693
937a95f4-5bfb-11f0-ba4c-000000000000,Distance Technologies,,SP46,ExhibitionArchitect,2695
ab8a4f68-55a2-11f0-8fed-000000000000,Artillerie Inrichtingen Armaments,,N11-210,ExhibitionArchitect,2534
94d439dc-55a2-11f0-aca5-000000000000,Arkeus,,S2-110,ExhibitionArchitect,2533
7c0a4d88-55a2-11f0-8e78-000000000000,Cistech Solutions,,S2-110,ExhibitionArchitect,2536
6592122a-55a2-11f0-9072-000000000000,BQ Solutions QSTP - LLC,,A-180,ExhibitionArchitect,2535
4e895b88-55a2-11f0-a24c-000000000000,Envirofluid,,S2-110,ExhibitionArchitect,2538
36b4cede-55a2-11f0-980b-000000000000,EBRAND Holdings S.A.,,N11-155,ExhibitionArchitect,2537
0f6dbbce-55a2-11f0-b28d-000000000000,E-Tint LLC,,S4-251,ExhibitionArchitect,2539
eaacc42e-55a1-11f0-8c0f-000000000000,Fugro,,N11-210,ExhibitionArchitect,2541
de0946ac-55a1-11f0-8bdc-000000000000,Fivecast PTY Ltd,,S2-110,ExhibitionArchitect,2540
bd754fda-55a1-11f0-be4d-000000000000,Hofmann Engineering Pty Ltd,,S2-110,ExhibitionArchitect,2543
b0c9d4b8-55a1-11f0-a821-000000000000,Gilmour Space,,S2-110,ExhibitionArchitect,2542
999c72aa-55a1-11f0-9eab-000000000000,Hull Vane BV,,N11-210,ExhibitionArchitect,2545
8b6b60b0-55a1-11f0-97fe-000000000000,Honeywell Sensing Solutions,,S3-351,ExhibitionArchitect,2544
74c7b16a-55a1-11f0-b0c3-000000000000,Jonathan Group,,S5-215,ExhibitionArchitect,2547
5a1477e0-55a1-11f0-95f5-000000000000,IMSAR LLC,,S4-157,ExhibitionArchitect,2546
4273d112-55a1-11f0-b740-000000000000,LIST,,N11-155,ExhibitionArchitect,2549
2b595e02-55a1-11f0-b41b-000000000000,LOKSAK,,S4-163,ExhibitionArchitect,2548
14e91338-55a1-11f0-af77-000000000000,MAIAR LIMITED,,S13-230,ExhibitionArchitect,2551
fe0749d2-55a0-11f0-8997-000000000000,M23,,A-180,ExhibitionArchitect,2550
e88ac336-55a0-11f0-b832-000000000000,MetOcean Telematics,,S5-200,ExhibitionArchitect,2553
d1490804-55a0-11f0-b6a7-000000000000,Mercury Electronic Warfare Limited,,S13-230,ExhibitionArchitect,2552
ba49c81e-55a0-11f0-a4de-000000000000,Nova Systems,,S2-110,ExhibitionArchitect,2554
92d11936-55a0-11f0-ae70-000000000000,ONETIDE,,S2-110,ExhibitionArchitect,2556
7d8dabd4-55a0-11f0-a675-000000000000,Stravion,,S3-339,ExhibitionArchitect,2555
5afc8a22-55a0-11f0-8534-000000000000,Optics11 B.V.,,N11-210,ExhibitionArchitect,2557
37bd57d0-55a0-11f0-a5ae-000000000000,Research Electronics International (REI),,S5-163,ExhibitionArchitect,2559
2bafa6d2-55a0-11f0-b903-000000000000,Prism Defence Ltd,,S2-110,ExhibitionArchitect,2558
14a70962-55a0-11f0-9885-000000000000,Red Cat Holdings,,S4-240,ExhibitionArchitect,2561
05b0bfe8-55a0-11f0-8fb6-000000000000,Silentium Defence Trading Pty Ltd,,S2-110,ExhibitionArchitect,2560
ddd87254-559f-11f0-a381-000000000000,Tektite/Life Support Intl.,,S5-261,ExhibitionArchitect,2563
b0e6f2e8-559f-11f0-b42c-000000000000,BAE Systems,,C-05,ExhibitionArchitect,2568
a277752a-559f-11f0-a7a0-000000000000,Toptester Oy,,N8-250,ExhibitionArchitect,2564
8b585a3a-559f-11f0-b356-000000000000,Nammo / Kongsberg,,N9-145,ExhibitionArchitect,2570
6865b400-559f-11f0-b6e2-000000000000,Aimpoint AB,,N5-260,ExhibitionArchitect,2572
5152fcf0-559f-11f0-8875-000000000000,AERALIS LTD,,A-180,ExhibitionArchitect,2571
3a2b6436-559f-11f0-bdcc-000000000000,Archangel Systems Inc,,S5-270,ExhibitionArchitect,2574
1edfd1bc-559f-11f0-ae79-000000000000,Anomaly Six,,S5-230,ExhibitionArchitect,2573
fe429a5c-559e-11f0-b0ab-000000000000,B2Space Ltd,,N6-122,ExhibitionArchitect,2576
e7842ab0-559e-11f0-945c-000000000000,B&T AG,,N5-260,ExhibitionArchitect,2575
c6af7f56-559e-11f0-b90a-000000000000,Bindig QSTP-LLC,,A-180,ExhibitionArchitect,2578
b95c3b6e-559e-11f0-80db-000000000000,BELSS,,N10-320,ExhibitionArchitect,2577
96f7b3fa-559e-11f0-8f50-000000000000,Butler Parachute Systems,,S5-230,ExhibitionArchitect,2580
88b1cab0-559e-11f0-b8d6-000000000000,Brasa Defence Systems,,N10-320,ExhibitionArchitect,2579
676d1468-559e-11f0-9264-000000000000,Cavefish,,N6-122,ExhibitionArchitect,2582
5b486ae8-559e-11f0-8cf5-000000000000,C&H Precision LLC,,S5-436,ExhibitionArchitect,2581
43eaaaa0-559e-11f0-9a57-000000000000,Communications-Applied Technology,,S5-230,ExhibitionArchitect,2585
2cf804fa-559e-11f0-9d6f-000000000000,CodeMettle,,S5-436,ExhibitionArchitect,2584
1ee900bc-559e-11f0-bacc-000000000000,CBG Systems,,S2-110,ExhibitionArchitect,2583
098a1a4e-559e-11f0-8b94-000000000000,Ferra Engineering Pty Ltd,,S2-110,ExhibitionArchitect,2587
034bdea6-559e-11f0-a1d6-000000000000,"UK Naval Engineering, Science & Technology",,A-345,ExhibitionArchitect,2567
e9de9c42-559d-11f0-9f7b-000000000000,EDEA Energy,,S2-110,ExhibitionArchitect,2586
cec7e2b0-559d-11f0-a02a-000000000000,Frankenburg Technologies,,N10-320,ExhibitionArchitect,2589
bcee8198-559d-11f0-a367-000000000000,Sauer Compressors UK Ltd.,,A-345,ExhibitionArchitect,2566
b07a76e2-559d-11f0-8c11-000000000000,FLAIM Systems PTY LTD,,S2-110,ExhibitionArchitect,2588
8dd19120-559d-11f0-8b53-000000000000,PME Power Systems,,A-345,ExhibitionArchitect,2565
80be217e-559d-11f0-a87a-000000000000,Frontline Manufacturing,,S2-110,ExhibitionArchitect,2590
4e65da00-559d-11f0-b0fc-000000000000,GHOST ROBOTICS,,N5-260,ExhibitionArchitect,2591
2a988938-559d-11f0-87be-000000000000,SCUBAPRO,,N5-260,ExhibitionArchitect,2594
0adc75a0-559d-11f0-8d6f-000000000000,Invariant Corporation,,S5-270,ExhibitionArchitect,2593
e873430e-559c-11f0-af1d-000000000000,Kovr.AI,,S15-320,ExhibitionArchitect,2596
da9a8008-559c-11f0-b9bf-000000000000,Kaleo,,S5-230,ExhibitionArchitect,2595
c46f59d4-559c-11f0-a92c-000000000000,Microchip Technology Caldicot Ltd,,N6-122,ExhibitionArchitect,2599
ae6b2e2e-559c-11f0-98f9-000000000000,Maximum Technology Corporation,,S5-270,ExhibitionArchitect,2598
a0b9792a-559c-11f0-a940-000000000000,Lightspace Labs,,N10-320,ExhibitionArchitect,2597
89d7f83a-559c-11f0-b3eb-000000000000,Oransi,,S5-230,ExhibitionArchitect,2601
6caf1fc2-559c-11f0-a627-000000000000,Operator XR Pty Ltd,,S2-110,ExhibitionArchitect,2600
5387dc28-559c-11f0-8e24-000000000000,Packet Forensics,,S5-230,ExhibitionArchitect,2602
383cd270-559c-11f0-a32e-000000000000,S&S Precision,,N5-260,ExhibitionArchitect,2604
1cded8c0-559c-11f0-a7b4-000000000000,Radnor Range Ltd.,,N6-122,ExhibitionArchitect,2603
fa10ca06-559b-11f0-8c88-000000000000,Sentry Products Group,,S5-230,ExhibitionArchitect,2605
e2f6f5f2-559b-11f0-8e8c-000000000000,Space Forge,,N6-122,ExhibitionArchitect,2607
d09b4d72-559b-11f0-999b-000000000000,SILMOR,,N10-320,ExhibitionArchitect,2606
b8fddcca-559b-11f0-9b6d-000000000000,Reptilia LLC,,N5-260,ExhibitionArchitect,2609
9b96a4e6-559b-11f0-94bc-000000000000,SPODRA,,N10-320,ExhibitionArchitect,2608
8236942a-559b-11f0-9f6a-000000000000,Technology Advancement Group,,S5-230,ExhibitionArchitect,2611
6839a512-559b-11f0-8d75-000000000000,TAGinn Europe,,N10-320,ExhibitionArchitect,2610
4f19316a-559b-11f0-9d39-000000000000,Thales Australia Limited,,S2-110,ExhibitionArchitect,2613
36c7f240-559b-11f0-ac88-000000000000,Teters,,N10-320,ExhibitionArchitect,2612
0f936560-559b-11f0-ba3a-000000000000,Dark Armour,,S13-230,ExhibitionArchitect,2615
ec85e160-559a-11f0-afae-000000000000,Thales UK LTD,,N6-122,ExhibitionArchitect,2614
cbe8f5c8-559a-11f0-946f-000000000000,Triumph Aerospace Operations UK Limited,,N6-122,ExhibitionArchitect,2617
9a18a796-559a-11f0-b2e2-000000000000,Supashock,,S2-110,ExhibitionArchitect,2616
82bf77d2-559a-11f0-befa-000000000000,VIC TEC,,N10-320,ExhibitionArchitect,2619
75436e74-559a-11f0-a8b5-000000000000,University of South Australia,,S2-110,ExhibitionArchitect,2618
5f475f2c-559a-11f0-8e76-000000000000,Black Space Technology,,C-05,ExhibitionArchitect,2621
4716331a-559a-11f0-9b31-000000000000,WATERSHED,,N5-260,ExhibitionArchitect,2620
242fbab0-559a-11f0-bdc2-000000000000,Capgemini UK Plc,,B2,ExhibitionArchitect,2622
f0f31e12-5599-11f0-b0c3-000000000000,Eraneos,,N8-270,ExhibitionArchitect,2531
d9856988-5599-11f0-9818-000000000000,TecPro Technologies AG,,N9-150,ExhibitionArchitect,2562
a17f1714-5599-11f0-8704-000000000000,Alten,,N2-241,ExhibitionArchitect,2624
8f89f77c-5599-11f0-a5d8-000000000000,Drone Evolution,,N6-122,ExhibitionArchitect,2623
7eba8272-5599-11f0-94ea-000000000000,Curtin University of Technology,,S2-110,ExhibitionArchitect,2625
3d608260-5015-11f0-9532-000000000000,Lista UK Ltd,,S1-148,ExhibitionArchitect,2448
e77e7618-5014-11f0-9103-000000000000,IBM,,S14-110,ExhibitionArchitect,2456
d08391b4-5014-11f0-ab96-000000000000,EY,,S15-230,ExhibitionArchitect,2457
bbc26804-5014-11f0-a28d-000000000000,AirKamuy,,N7-260,ExhibitionArchitect,2458
a7052262-5014-11f0-9b31-000000000000,AML3D Limited,,S2-110,ExhibitionArchitect,2459
90daeeae-5014-11f0-9147-000000000000,Andvare VI Defence Industries,,S2-110,ExhibitionArchitect,2460
7a424fd4-5014-11f0-973f-000000000000,ANYWISE CONSULTING PTY. LTD.,,S2-110,ExhibitionArchitect,2461
6088d266-5014-11f0-a2b3-000000000000,ARRK Europe Ltd,,N4-110,ExhibitionArchitect,2462
4a449e9a-5014-11f0-92a0-000000000000,Asmar Shipyards,,A-102,ExhibitionArchitect,2463
31ee9d96-5014-11f0-851e-000000000000,Black Sky Aerospace,,S2-110,ExhibitionArchitect,2464
1ba0a570-5014-11f0-a588-000000000000,Blacktree Technology,,S2-110,ExhibitionArchitect,2465
0452a42c-5014-11f0-b4e4-000000000000,BlueRoom Simulations,,S2-110,ExhibitionArchitect,2466
e258c50e-5013-11f0-b7d4-000000000000,Boresight,,S2-110,ExhibitionArchitect,2467
cb374954-5013-11f0-8937-000000000000,BUOYANCY AEROSPACE LTD,,N4-110,ExhibitionArchitect,2468
b4eb4df8-5013-11f0-9ead-000000000000,Cleansubsea,,S2-110,ExhibitionArchitect,2469
9c485af2-5013-11f0-a9d9-000000000000,"DTC, A Codan Company",,S2-110,ExhibitionArchitect,2470
876a6d6e-5013-11f0-a7ec-000000000000,Daedalean,,N9-150,ExhibitionArchitect,2471
637d2478-5013-11f0-bb29-000000000000,Defence Science Institute,,S2-110,ExhibitionArchitect,2472
4d54f0d6-5013-11f0-9e47-000000000000,DEFENDTEX,,S2-110,ExhibitionArchitect,2473
35e2b780-5013-11f0-9ca4-000000000000,EPE Trusted to Protect,,S2-110,ExhibitionArchitect,2474
2041fbd4-5013-11f0-aec7-000000000000,"Ethos Systems, Inc",,S15-320,ExhibitionArchitect,2475
0a27d012-5013-11f0-a510-000000000000,Flinders University,,S2-110,ExhibitionArchitect,2476
fea3587e-5012-11f0-9c7a-000000000000,FYC,,N8-250,ExhibitionArchitect,2477
e9d97752-5012-11f0-9c3f-000000000000,G.E.M. ELETTRONICA S.R.L.,,S7-131,ExhibitionArchitect,2478
c9bd601e-5012-11f0-b330-000000000000,Global Coating Systems,,S2-110,ExhibitionArchitect,2479
adb2bf54-5012-11f0-9e77-000000000000,Smart Audio Technologies Limited,,C-05,ExhibitionArchitect,2452
8d531704-5012-11f0-8efa-000000000000,Urban-Air Port,,C-05,ExhibitionArchitect,2453
76193046-5012-11f0-801f-000000000000,Shoot House,,C-05,ExhibitionArchitect,2455
685283a4-5012-11f0-8a15-000000000000,Bridgeworks,,C-05,ExhibitionArchitect,2454
11260a4c-5012-11f0-af8c-000000000000,GME,,S2-110,ExhibitionArchitect,2480
f839d752-5011-11f0-9192-000000000000,Greenroom Robotics,,S2-110,ExhibitionArchitect,2481
e2ab2170-5011-11f0-8885-000000000000,Hypha World,,S11-260,ExhibitionArchitect,2483
d642eb20-5011-11f0-a69f-000000000000,ZCG Scalar,,S2-110,ExhibitionArchitect,2482
b223ae1e-5011-11f0-8ab2-000000000000,IHI Corporation,,N7-260,ExhibitionArchitect,2485
a658b318-5011-11f0-a4e3-000000000000,Hytec Inter,,N7-260,ExhibitionArchitect,2484
90fd6eaa-5011-11f0-8bde-000000000000,J3Seven,,S2-110,ExhibitionArchitect,2486
78948740-5011-11f0-8197-000000000000,Lazarus AI,,S15-320,ExhibitionArchitect,2487
60fb9088-5011-11f0-b2ac-000000000000,Liferaft Systems Australia,,S2-110,ExhibitionArchitect,2488
4a2fb410-5011-11f0-b7cb-000000000000,Mackay Australia Pty Ltd,,S2-110,ExhibitionArchitect,2489
338b1646-5011-11f0-8d85-000000000000,Macquarie University,,S2-110,ExhibitionArchitect,2490
1ca410e0-5011-11f0-82b5-000000000000,Masters & Young Pty. Ltd,,S2-110,ExhibitionArchitect,2491
0565a178-5011-11f0-a1de-000000000000,Mellori Solutions Pty Ltd,,S2-110,ExhibitionArchitect,2492
ef4a3732-5010-11f0-9d39-000000000000,Minelab Countermine,,S2-110,ExhibitionArchitect,2493
d985b66a-5010-11f0-a6c7-000000000000,MITSUFUJI Corporation,,N7-260,ExhibitionArchitect,2494
c331dfce-5010-11f0-b364-000000000000,MREAD LTD,,S2-110,ExhibitionArchitect,2495
ac19349a-5010-11f0-b24a-000000000000,NEC Corporation,,N7-260,ExhibitionArchitect,2496
9629d004-5010-11f0-8269-000000000000,Norseld Photonics,,S2-110,ExhibitionArchitect,2497
80b4e60a-5010-11f0-bfde-000000000000,Axiom Precision Manufacturing,,S2-110,ExhibitionArchitect,2498
6b91bc4e-5010-11f0-88ef-000000000000,Point Trading Group,,S2-110,ExhibitionArchitect,2499
52ea165a-5010-11f0-88a4-000000000000,Praetorian Aeronautics Pty Ltd,,S2-110,ExhibitionArchitect,2500
3ea084ea-5010-11f0-9e4c-000000000000,Public Safety Training + Response Group,,S2-110,ExhibitionArchitect,2501
112e73be-5010-11f0-837c-000000000000,Renaissance Strategic Advisors,,N4-110,ExhibitionArchitect,2503
efb3d9ea-500f-11f0-9472-000000000000,RFTEQ Pty Ltd,,S2-110,ExhibitionArchitect,2504
d9fad84c-500f-11f0-b1a4-000000000000,RUAG AG,,N9-150,ExhibitionArchitect,2505
c4314032-500f-11f0-8285-000000000000,Shoal Group,,S2-110,ExhibitionArchitect,2506
ae6c066a-500f-11f0-a1b6-000000000000,SimCentric Technologies Pty Ltd,,S2-110,ExhibitionArchitect,2507
99761804-500f-11f0-89ab-000000000000,Skyborne Technologies Pty Ltd,,S2-110,ExhibitionArchitect,2508
825f5ec8-500f-11f0-94b9-000000000000,SKY Perfect JSAT Corporation,,N7-260,ExhibitionArchitect,2509
6cae561a-500f-11f0-b522-000000000000,Solifos AG,,N9-150,ExhibitionArchitect,2510
507ff84a-500f-11f0-bf54-000000000000,Solinnov,,S2-110,ExhibitionArchitect,2511
39bcc4d0-500f-11f0-a243-000000000000,SRC UK Limited,,S13-230,ExhibitionArchitect,2512
1b05995e-500f-11f0-b0eb-000000000000,Stratasys,,N4-110,ExhibitionArchitect,2513
049272a0-500f-11f0-a085-000000000000,SYPAQ Systems Pty Ltd,,S2-110,ExhibitionArchitect,2514
e0011752-500e-11f0-b267-000000000000,"Tamagawa Trading Co., Ltd.",,N7-260,ExhibitionArchitect,2515
ab77df34-500e-11f0-8c43-000000000000,Toll Remote Logistics Pty Ltd,,S2-110,ExhibitionArchitect,2517
96d4a526-500e-11f0-8e34-000000000000,Toshiba Corporation,,N7-260,ExhibitionArchitect,2518
8b06a6ae-500e-11f0-8d4d-000000000000,TOYOKOH Inc.,,N7-260,ExhibitionArchitect,2519
7603203e-500e-11f0-a2d7-000000000000,Trakka Systems,,S2-110,ExhibitionArchitect,2520
57d35cd2-500e-11f0-9a0e-000000000000,Twiflex Ltd,,A-345,ExhibitionArchitect,2521
37e488ec-500e-11f0-aa5c-000000000000,UndaTech,,S2-110,ExhibitionArchitect,2522
2b3c6128-500e-11f0-b076-000000000000,Universal Motion Simulation,,S2-110,ExhibitionArchitect,2523
02dfd1a6-500e-11f0-adb9-000000000000,"Kallman Worldwide, Inc.",,S3-370,ExhibitionArchitect,2527
ed35bc94-500d-11f0-a088-000000000000,Victorinox AG,,N9-150,ExhibitionArchitect,2525
e11763d6-500d-11f0-a693-000000000000,University of Technology Sydney,,S2-110,ExhibitionArchitect,2524
cb4974f4-500d-11f0-bee6-000000000000,WithYouWithMe UK Ltd,,S2-110,ExhibitionArchitect,2526
ab2efaa4-500d-11f0-b2d7-000000000000,USA Partnership Pavilion Meeting Point,,S5-350,ExhibitionArchitect,2528
11a46366-4acb-11f0-bd75-000000000000,4M SYSTEMS a.s.,,S5-531,ExhibitionArchitect,2421
04e82f7c-4acb-11f0-b956-000000000000,401 Special Operations Training Centers,,A-180,ExhibitionArchitect,2420
ec6144fc-4aca-11f0-96ac-000000000000,COLT'S MANUFACTURING COMPANY LLC,,S5-531,ExhibitionArchitect,2422
d646b8b4-4aca-11f0-9eef-000000000000,Colt CZ Group SE,,S5-531,ExhibitionArchitect,2424
c1eb0aa0-4aca-11f0-a0f6-000000000000,Colt Canada Corporation,,S5-531,ExhibitionArchitect,2423
ad171f24-4aca-11f0-87eb-000000000000,Creoir,,N8-250,ExhibitionArchitect,2425
993a0f98-4aca-11f0-9828-000000000000,Doodle Labs LLC,,S5-400,ExhibitionArchitect,2426
